vaccination_id,country_id,date_administered,age_group,doses_given,dose_number
7302,11,2023-04-30,65+,70591,1
7303,11,2023-05-07,65+,56472,2
7304,11,2023-05-07,0-17,91169,1
7305,11,2023-05-14,0-17,72935,2
7306,11,2023-05-07,18-45,212158,1
7307,11,2023-05-14,18-45,169727,2
7308,11,2023-05-07,46-65,114407,1
7309,11,2023-05-14,46-65,91525,2
7310,11,2023-05-07,65+,100814,1
7311,11,2023-05-14,65+,80651,2
7312,11,2023-05-14,0-17,144006,1
7313,11,2023-05-21,0-17,115204,2
7314,11,2023-05-14,18-45,73071,1
7315,11,2023-05-21,18-45,58456,2
7316,11,2023-05-14,46-65,41842,1
7317,11,2023-05-21,46-65,33474,2
7318,11,2023-05-14,65+,46620,1
7319,11,2023-05-21,65+,37296,2
7320,11,2023-05-21,0-17,48688,1
7321,11,2023-05-28,0-17,38950,2
7322,11,2023-05-21,18-45,82210,1
7323,11,2023-05-28,18-45,65768,2
7324,11,2023-05-21,46-65,117180,1
7325,11,2023-05-28,46-65,93744,2
7326,11,2023-05-21,65+,65755,1
7327,11,2023-05-28,65+,52604,2
7328,11,2023-05-28,0-17,125505,1
7329,11,2023-06-04,0-17,100404,2
7330,11,2023-05-28,18-45,174186,1
7331,11,2023-06-04,18-45,139349,2
7332,11,2023-05-28,46-65,78156,1
7333,11,2023-06-04,46-65,62525,2
7334,11,2023-05-28,65+,81036,1
7335,11,2023-06-04,65+,64829,2
7336,11,2023-06-04,0-17,54246,1
7337,11,2023-06-11,0-17,43397,2
7338,11,2023-06-04,18-45,181600,1
7339,11,2023-06-11,18-45,145280,2
7340,11,2023-06-04,46-65,99096,1
7341,11,2023-06-11,46-65,79277,2
7342,11,2023-06-04,65+,47816,1
7343,11,2023-06-11,65+,38253,2
7344,11,2023-06-11,0-17,83927,1
7345,11,2023-06-18,0-17,67141,2
7346,11,2023-06-11,18-45,176327,1
7347,11,2023-06-18,18-45,141062,2
7348,11,2023-06-11,46-65,56003,1
7349,11,2023-06-18,46-65,44802,2
7350,11,2023-06-11,65+,89354,1
7351,11,2023-06-18,65+,71483,2
7352,11,2023-06-18,0-17,113477,1
7353,11,2023-06-25,0-17,90782,2
7354,11,2023-06-18,18-45,151156,1
7355,11,2023-06-25,18-45,120925,2
7356,11,2023-06-18,46-65,101001,1
7357,11,2023-06-25,46-65,80801,2
7358,11,2023-06-18,65+,91426,1
7359,11,2023-06-25,65+,73141,2
7360,11,2023-06-25,0-17,132353,1
7361,11,2023-07-02,0-17,105882,2
7362,11,2023-06-25,18-45,83389,1
7363,11,2023-07-02,18-45,66711,2
7364,11,2023-06-25,46-65,107721,1
7365,11,2023-07-02,46-65,86177,2
7366,11,2023-06-25,65+,83240,1
7367,11,2023-07-02,65+,66592,2
7368,11,2023-07-02,0-17,153935,1
7369,11,2023-07-09,0-17,123148,2
7370,11,2023-07-02,18-45,81675,1
7371,11,2023-07-09,18-45,65340,2
7372,11,2023-07-02,46-65,43792,1
7373,11,2023-07-09,46-65,35033,2
7374,11,2023-07-02,65+,60108,1
7375,11,2023-07-09,65+,48087,2
7376,11,2023-07-09,0-17,102645,1
7377,11,2023-07-16,0-17,82116,2
7378,11,2023-07-09,18-45,196687,1
7379,11,2023-07-16,18-45,157350,2
7380,11,2023-07-09,46-65,67077,1
7381,11,2023-07-16,46-65,53661,2
7382,11,2023-07-09,65+,84158,1
7383,11,2023-07-16,65+,67327,2
7384,11,2023-07-16,0-17,140129,1
7385,11,2023-07-23,0-17,112103,2
7386,11,2023-07-16,18-45,94522,1
7387,11,2023-07-23,18-45,75617,2
7388,11,2023-07-16,46-65,108684,1
7389,11,2023-07-23,46-65,86947,2
7390,11,2023-07-16,65+,81012,1
7391,11,2023-07-23,65+,64809,2
7392,11,2023-07-23,0-17,64868,1
7393,11,2023-07-30,0-17,51894,2
7394,11,2023-07-23,18-45,268539,1
7395,11,2023-07-30,18-45,214831,2
7396,11,2023-07-23,46-65,89385,1
7397,11,2023-07-30,46-65,71508,2
7398,11,2023-07-23,65+,87391,1
7399,11,2023-07-30,65+,69913,2
7400,11,2023-07-30,0-17,137534,1
7401,11,2023-08-06,0-17,110027,2
7402,11,2023-07-30,18-45,104442,1
7403,11,2023-08-06,18-45,83553,2
7404,11,2023-07-30,46-65,48042,1
7405,11,2023-08-06,46-65,38434,2
7406,11,2023-07-30,65+,87245,1
7407,11,2023-08-06,65+,69796,2
7408,11,2023-08-06,0-17,78559,1
7409,11,2023-08-13,0-17,62847,2
7410,11,2023-08-06,18-45,254635,1
7411,11,2023-08-13,18-45,203708,2
7412,11,2023-08-06,46-65,115315,1
7413,11,2023-08-13,46-65,92252,2
7414,11,2023-08-06,65+,28393,1
7415,11,2023-08-13,65+,22714,2
7416,11,2023-08-13,0-17,148799,1
7417,11,2023-08-20,0-17,119039,2
7418,11,2023-08-13,18-45,126366,1
7419,11,2023-08-20,18-45,101092,2
7420,11,2023-08-13,46-65,41460,1
7421,11,2023-08-20,46-65,33168,2
7422,11,2023-08-13,65+,81859,1
7423,11,2023-08-20,65+,65487,2
7424,11,2023-08-20,0-17,118730,1
7425,11,2023-08-27,0-17,94984,2
7426,11,2023-08-20,18-45,85676,1
7427,11,2023-08-27,18-45,68541,2
7428,11,2023-08-20,46-65,82307,1
7429,11,2023-08-27,46-65,65845,2
7430,11,2023-08-20,65+,54287,1
7431,11,2023-08-27,65+,43430,2
7432,11,2023-08-27,0-17,108678,1
7433,11,2023-09-03,0-17,86943,2
7434,11,2023-08-27,18-45,187930,1
7435,11,2023-09-03,18-45,150344,2
7436,11,2023-08-27,46-65,73172,1
7437,11,2023-09-03,46-65,58538,2
7438,11,2023-08-27,65+,46067,1
7439,11,2023-09-03,65+,36853,2
7440,11,2023-09-03,0-17,56918,1
7441,11,2023-09-10,0-17,45534,2
7442,11,2023-09-03,18-45,189397,1
7443,11,2023-09-10,18-45,151518,2
7444,11,2023-09-03,46-65,110237,1
7445,11,2023-09-10,46-65,88190,2
7446,11,2023-09-03,65+,43975,1
7447,11,2023-09-10,65+,35180,2
7448,11,2023-09-10,0-17,109881,1
7449,11,2023-09-17,0-17,87904,2
7450,11,2023-09-10,18-45,78780,1
7451,11,2023-09-17,18-45,63024,2
7452,11,2023-09-10,46-65,124866,1
7453,11,2023-09-17,46-65,99893,2
7454,11,2023-09-10,65+,45239,1
7455,11,2023-09-17,65+,36191,2
7456,11,2023-09-17,0-17,105045,1
7457,11,2023-09-24,0-17,84036,2
7458,11,2023-09-17,18-45,149538,1
7459,11,2023-09-24,18-45,119630,2
7460,11,2023-09-17,46-65,50459,1
7461,11,2023-09-24,46-65,40367,2
7462,11,2023-09-17,65+,98991,1
7463,11,2023-09-24,65+,79193,2
7464,11,2023-09-24,0-17,155372,1
7465,11,2023-10-01,0-17,124298,2
7466,11,2023-09-24,18-45,185003,1
7467,11,2023-10-01,18-45,148002,2
7468,11,2023-09-24,46-65,130191,1
7469,11,2023-10-01,46-65,104153,2
7470,11,2023-09-24,65+,84078,1
7471,11,2023-10-01,65+,67262,2
7472,11,2023-10-01,0-17,98209,1
7473,11,2023-10-08,0-17,78567,2
7474,11,2023-10-01,18-45,136766,1
7475,11,2023-10-08,18-45,109413,2
7476,11,2023-10-01,46-65,78242,1
7477,11,2023-10-08,46-65,62594,2
7478,11,2023-10-01,65+,82483,1
7479,11,2023-10-08,65+,65986,2
7480,11,2023-10-08,0-17,78884,1
7481,11,2023-10-15,0-17,63107,2
7482,11,2023-10-08,18-45,85846,1
7483,11,2023-10-15,18-45,68677,2
7484,11,2023-10-08,46-65,73707,1
7485,11,2023-10-15,46-65,58965,2
7486,11,2023-10-08,65+,65397,1
7487,11,2023-10-15,65+,52318,2
7488,11,2023-10-15,0-17,161173,1
7489,11,2023-10-22,0-17,128938,2
7490,11,2023-10-15,18-45,107027,1
7491,11,2023-10-22,18-45,85621,2
7492,11,2023-10-15,46-65,118750,1
7493,11,2023-10-22,46-65,95000,2
7494,11,2023-10-15,65+,102925,1
7495,11,2023-10-22,65+,82340,2
7496,11,2023-10-22,0-17,167976,1
7497,11,2023-10-29,0-17,134380,2
7498,11,2023-10-22,18-45,83976,1
7499,11,2023-10-29,18-45,67180,2
7500,11,2023-10-22,46-65,83340,1
7501,11,2023-10-29,46-65,66672,2
7502,11,2023-10-22,65+,48195,1
7503,11,2023-10-29,65+,38556,2
7504,11,2023-10-29,0-17,153723,1
7505,11,2023-11-05,0-17,122979,2
7506,11,2023-10-29,18-45,137914,1
7507,11,2023-11-05,18-45,110331,2
7508,11,2023-10-29,46-65,92525,1
7509,11,2023-11-05,46-65,74020,2
7510,11,2023-10-29,65+,26719,1
7511,11,2023-11-05,65+,21375,2
7512,11,2023-11-05,0-17,69674,1
7513,11,2023-11-12,0-17,55739,2
7514,11,2023-11-05,18-45,187287,1
7515,11,2023-11-12,18-45,149830,2
7516,11,2023-11-05,46-65,66515,1
7517,11,2023-11-12,46-65,53212,2
7518,11,2023-11-05,65+,74844,1
7519,11,2023-11-12,65+,59875,2
7520,11,2023-11-12,0-17,104023,1
7521,11,2023-11-19,0-17,83218,2
7522,11,2023-11-12,18-45,193109,1
7523,11,2023-11-19,18-45,154487,2
7524,11,2023-11-12,46-65,86290,1
7525,11,2023-11-19,46-65,69032,2
7526,11,2023-11-12,65+,86579,1
7527,11,2023-11-19,65+,69263,2
7528,11,2023-11-19,0-17,68989,1
7529,11,2023-11-26,0-17,55191,2
7530,11,2023-11-19,18-45,257564,1
7531,11,2023-11-26,18-45,206051,2
7532,11,2023-11-19,46-65,114173,1
7533,11,2023-11-26,46-65,91338,2
7534,11,2023-11-19,65+,45284,1
7535,11,2023-11-26,65+,36227,2
7536,11,2023-11-26,0-17,44324,1
7537,11,2023-12-03,0-17,35459,2
7538,11,2023-11-26,18-45,155186,1
7539,11,2023-12-03,18-45,124149,2
7540,11,2023-11-26,46-65,59113,1
7541,11,2023-12-03,46-65,47291,2
7542,11,2023-11-26,65+,53215,1
7543,11,2023-12-03,65+,42572,2
7544,11,2023-12-03,0-17,153035,1
7545,11,2023-12-10,0-17,122428,2
7546,11,2023-12-03,18-45,252711,1
7547,11,2023-12-10,18-45,202169,2
7548,11,2023-12-03,46-65,134058,1
7549,11,2023-12-10,46-65,107246,2
7550,11,2023-12-03,65+,26209,1
7551,11,2023-12-10,65+,20967,2
7552,11,2023-12-10,0-17,129254,1
7553,11,2023-12-17,0-17,103403,2
7554,11,2023-12-10,18-45,246826,1
7555,11,2023-12-17,18-45,197461,2
7556,11,2023-12-10,46-65,110700,1
7557,11,2023-12-17,46-65,88560,2
7558,11,2023-12-10,65+,34232,1
7559,11,2023-12-17,65+,27386,2
7560,11,2023-12-17,0-17,112619,1
7561,11,2023-12-24,0-17,90095,2
7562,11,2023-12-17,18-45,119307,1
7563,11,2023-12-24,18-45,95445,2
7564,11,2023-12-17,46-65,86151,1
7565,11,2023-12-24,46-65,68921,2
7566,11,2023-12-17,65+,30784,1
7567,11,2023-12-24,65+,24627,2
7568,11,2023-12-24,0-17,173570,1
7569,11,2023-12-31,0-17,138856,2
7570,11,2023-12-24,18-45,218152,1
7571,11,2023-12-31,18-45,174521,2
7572,11,2023-12-24,46-65,44503,1
7573,11,2023-12-31,46-65,35602,2
7574,11,2023-12-24,65+,98217,1
7575,11,2023-12-31,65+,78573,2
7576,12,2023-01-01,0-17,178451,1
7577,12,2023-01-08,0-17,142760,2
7578,12,2023-01-01,18-45,197929,1
7579,12,2023-01-08,18-45,158343,2
7580,12,2023-01-01,46-65,119972,1
7581,12,2023-01-08,46-65,95977,2
7582,12,2023-01-01,65+,61410,1
7583,12,2023-01-08,65+,49128,2
7584,12,2023-01-08,0-17,189655,1
7585,12,2023-01-15,0-17,151724,2
7586,12,2023-01-08,18-45,97036,1
7587,12,2023-01-15,18-45,77629,2
7588,12,2023-01-08,46-65,49756,1
7589,12,2023-01-15,46-65,39805,2
7590,12,2023-01-08,65+,40618,1
7591,12,2023-01-15,65+,32494,2
7592,12,2023-01-15,0-17,167238,1
7593,12,2023-01-22,0-17,133790,2
7594,12,2023-01-15,18-45,94699,1
7595,12,2023-01-22,18-45,75759,2
7596,12,2023-01-15,46-65,104540,1
7597,12,2023-01-22,46-65,83632,2
7598,12,2023-01-15,65+,66847,1
7599,12,2023-01-22,65+,53478,2
7600,12,2023-01-22,0-17,188156,1
7601,12,2023-01-29,0-17,150525,2
7602,12,2023-01-22,18-45,132272,1
7603,12,2023-01-29,18-45,105818,2
7604,12,2023-01-22,46-65,68945,1
7605,12,2023-01-29,46-65,55156,2
7606,12,2023-01-22,65+,56409,1
7607,12,2023-01-29,65+,45127,2
7608,12,2023-01-29,0-17,164461,1
7609,12,2023-02-05,0-17,131569,2
7610,12,2023-01-29,18-45,239916,1
7611,12,2023-02-05,18-45,191933,2
7612,12,2023-01-29,46-65,123975,1
7613,12,2023-02-05,46-65,99180,2
7614,12,2023-01-29,65+,56674,1
7615,12,2023-02-05,65+,45339,2
7616,12,2023-02-05,0-17,87772,1
7617,12,2023-02-12,0-17,70217,2
7618,12,2023-02-05,18-45,94666,1
7619,12,2023-02-12,18-45,75733,2
7620,12,2023-02-05,46-65,62185,1
7621,12,2023-02-12,46-65,49748,2
7622,12,2023-02-05,65+,96860,1
7623,12,2023-02-12,65+,77488,2
7624,12,2023-02-12,0-17,133124,1
7625,12,2023-02-19,0-17,106499,2
7626,12,2023-02-12,18-45,113395,1
7627,12,2023-02-19,18-45,90716,2
7628,12,2023-02-12,46-65,57737,1
7629,12,2023-02-19,46-65,46190,2
7630,12,2023-02-12,65+,69551,1
7631,12,2023-02-19,65+,55640,2
7632,12,2023-02-19,0-17,107284,1
7633,12,2023-02-26,0-17,85827,2
7634,12,2023-02-19,18-45,201680,1
7635,12,2023-02-26,18-45,161344,2
7636,12,2023-02-19,46-65,150573,1
7637,12,2023-02-26,46-65,120458,2
7638,12,2023-02-19,65+,47067,1
7639,12,2023-02-26,65+,37653,2
7640,12,2023-02-26,0-17,93043,1
7641,12,2023-03-05,0-17,74434,2
7642,12,2023-02-26,18-45,138823,1
7643,12,2023-03-05,18-45,111059,2
7644,12,2023-02-26,46-65,52579,1
7645,12,2023-03-05,46-65,42063,2
7646,12,2023-02-26,65+,42715,1
7647,12,2023-03-05,65+,34172,2
7648,12,2023-03-05,0-17,147820,1
7649,12,2023-03-12,0-17,118256,2
7650,12,2023-03-05,18-45,269071,1
7651,12,2023-03-12,18-45,215257,2
7652,12,2023-03-05,46-65,119511,1
7653,12,2023-03-12,46-65,95609,2
7654,12,2023-03-05,65+,32510,1
7655,12,2023-03-12,65+,26008,2
7656,12,2023-03-12,0-17,169552,1
7657,12,2023-03-19,0-17,135642,2
7658,12,2023-03-12,18-45,153390,1
7659,12,2023-03-19,18-45,122712,2
7660,12,2023-03-12,46-65,49250,1
7661,12,2023-03-19,46-65,39400,2
7662,12,2023-03-12,65+,50598,1
7663,12,2023-03-19,65+,40478,2
7664,12,2023-03-19,0-17,99922,1
7665,12,2023-03-26,0-17,79937,2
7666,12,2023-03-19,18-45,196468,1
7667,12,2023-03-26,18-45,157174,2
7668,12,2023-03-19,46-65,117227,1
7669,12,2023-03-26,46-65,93781,2
7670,12,2023-03-19,65+,51637,1
7671,12,2023-03-26,65+,41310,2
7672,12,2023-03-26,0-17,191993,1
7673,12,2023-04-02,0-17,153594,2
7674,12,2023-03-26,18-45,84549,1
7675,12,2023-04-02,18-45,67639,2
7676,12,2023-03-26,46-65,85581,1
7677,12,2023-04-02,46-65,68465,2
7678,12,2023-03-26,65+,68345,1
7679,12,2023-04-02,65+,54676,2
7680,12,2023-04-02,0-17,156814,1
7681,12,2023-04-09,0-17,125451,2
7682,12,2023-04-02,18-45,135307,1
7683,12,2023-04-09,18-45,108246,2
7684,12,2023-04-02,46-65,92269,1
7685,12,2023-04-09,46-65,73815,2
7686,12,2023-04-02,65+,98945,1
7687,12,2023-04-09,65+,79156,2
7688,12,2023-04-09,0-17,68607,1
7689,12,2023-04-16,0-17,54886,2
7690,12,2023-04-09,18-45,80112,1
7691,12,2023-04-16,18-45,64089,2
7692,12,2023-04-09,46-65,134998,1
7693,12,2023-04-16,46-65,107998,2
7694,12,2023-04-09,65+,114490,1
7695,12,2023-04-16,65+,91592,2
7696,12,2023-04-16,0-17,67291,1
7697,12,2023-04-23,0-17,53832,2
7698,12,2023-04-16,18-45,268442,1
7699,12,2023-04-23,18-45,214753,2
7700,12,2023-04-16,46-65,81851,1
7701,12,2023-04-23,46-65,65481,2
7702,12,2023-04-16,65+,83841,1
7703,12,2023-04-23,65+,67072,2
7704,12,2023-04-23,0-17,141821,1
7705,12,2023-04-30,0-17,113457,2
7706,12,2023-04-23,18-45,212445,1
7707,12,2023-04-30,18-45,169956,2
7708,12,2023-04-23,46-65,68694,1
7709,12,2023-04-30,46-65,54955,2
7710,12,2023-04-23,65+,99715,1
7711,12,2023-04-30,65+,79772,2
7712,12,2023-04-30,0-17,51497,1
7713,12,2023-05-07,0-17,41198,2
7714,12,2023-04-30,18-45,92296,1
7715,12,2023-05-07,18-45,73837,2
7716,12,2023-04-30,46-65,143365,1
7717,12,2023-05-07,46-65,114692,2
7718,12,2023-04-30,65+,67582,1
7719,12,2023-05-07,65+,54066,2
7720,12,2023-05-07,0-17,67012,1
7721,12,2023-05-14,0-17,53609,2
7722,12,2023-05-07,18-45,287329,1
7723,12,2023-05-14,18-45,229863,2
7724,12,2023-05-07,46-65,134880,1
7725,12,2023-05-14,46-65,107904,2
7726,12,2023-05-07,65+,57848,1
7727,12,2023-05-14,65+,46278,2
7728,12,2023-05-14,0-17,54527,1
7729,12,2023-05-21,0-17,43622,2
7730,12,2023-05-14,18-45,184295,1
7731,12,2023-05-21,18-45,147436,2
7732,12,2023-05-14,46-65,58157,1
7733,12,2023-05-21,46-65,46525,2
7734,12,2023-05-14,65+,78932,1
7735,12,2023-05-21,65+,63146,2
7736,12,2023-05-21,0-17,167488,1
7737,12,2023-05-28,0-17,133990,2
7738,12,2023-05-21,18-45,168983,1
7739,12,2023-05-28,18-45,135186,2
7740,12,2023-05-21,46-65,42089,1
7741,12,2023-05-28,46-65,33671,2
7742,12,2023-05-21,65+,88444,1
7743,12,2023-05-28,65+,70755,2
7744,12,2023-05-28,0-17,73394,1
7745,12,2023-06-04,0-17,58715,2
7746,12,2023-05-28,18-45,127155,1
7747,12,2023-06-04,18-45,101724,2
7748,12,2023-05-28,46-65,60379,1
7749,12,2023-06-04,46-65,48303,2
7750,12,2023-05-28,65+,53350,1
7751,12,2023-06-04,65+,42680,2
7752,12,2023-06-04,0-17,176440,1
7753,12,2023-06-11,0-17,141152,2
7754,12,2023-06-04,18-45,85377,1
7755,12,2023-06-11,18-45,68301,2
7756,12,2023-06-04,46-65,110497,1
7757,12,2023-06-11,46-65,88398,2
7758,12,2023-06-04,65+,50386,1
7759,12,2023-06-11,65+,40309,2
7760,12,2023-06-11,0-17,91129,1
7761,12,2023-06-18,0-17,72903,2
7762,12,2023-06-11,18-45,172926,1
7763,12,2023-06-18,18-45,138340,2
7764,12,2023-06-11,46-65,102552,1
7765,12,2023-06-18,46-65,82042,2
7766,12,2023-06-11,65+,34307,1
7767,12,2023-06-18,65+,27445,2
7768,12,2023-06-18,0-17,88906,1
7769,12,2023-06-25,0-17,71125,2
7770,12,2023-06-18,18-45,109178,1
7771,12,2023-06-25,18-45,87343,2
7772,12,2023-06-18,46-65,61807,1
7773,12,2023-06-25,46-65,49446,2
7774,12,2023-06-18,65+,105971,1
7775,12,2023-06-25,65+,84777,2
7776,12,2023-06-25,0-17,124584,1
7777,12,2023-07-02,0-17,99667,2
7778,12,2023-06-25,18-45,223682,1
7779,12,2023-07-02,18-45,178945,2
7780,12,2023-06-25,46-65,131726,1
7781,12,2023-07-02,46-65,105381,2
7782,12,2023-06-25,65+,98157,1
7783,12,2023-07-02,65+,78526,2
7784,12,2023-07-02,0-17,191808,1
7785,12,2023-07-09,0-17,153446,2
7786,12,2023-07-02,18-45,258753,1
7787,12,2023-07-09,18-45,207003,2
7788,12,2023-07-02,46-65,80328,1
7789,12,2023-07-09,46-65,64262,2
7790,12,2023-07-02,65+,76377,1
7791,12,2023-07-09,65+,61102,2
7792,12,2023-07-09,0-17,118619,1
7793,12,2023-07-16,0-17,94895,2
7794,12,2023-07-09,18-45,289092,1
7795,12,2023-07-16,18-45,231273,2
7796,12,2023-07-09,46-65,96950,1
7797,12,2023-07-16,46-65,77560,2
7798,12,2023-07-09,65+,62793,1
7799,12,2023-07-16,65+,50234,2
7800,12,2023-07-16,0-17,74411,1
7801,12,2023-07-23,0-17,59528,2
7802,12,2023-07-16,18-45,151322,1
7803,12,2023-07-23,18-45,121057,2
7804,12,2023-07-16,46-65,64076,1
7805,12,2023-07-23,46-65,51261,2
7806,12,2023-07-16,65+,106938,1
7807,12,2023-07-23,65+,85550,2
7808,12,2023-07-23,0-17,161231,1
7809,12,2023-07-30,0-17,128985,2
7810,12,2023-07-23,18-45,90932,1
7811,12,2023-07-30,18-45,72745,2
7812,12,2023-07-23,46-65,153693,1
7813,12,2023-07-30,46-65,122955,2
7814,12,2023-07-23,65+,75065,1
7815,12,2023-07-30,65+,60052,2
7816,12,2023-07-30,0-17,159535,1
7817,12,2023-08-06,0-17,127628,2
7818,12,2023-07-30,18-45,309261,1
7819,12,2023-08-06,18-45,247408,2
7820,12,2023-07-30,46-65,151657,1
7821,12,2023-08-06,46-65,121326,2
7822,12,2023-07-30,65+,37714,1
7823,12,2023-08-06,65+,30171,2
7824,12,2023-08-06,0-17,143587,1
7825,12,2023-08-13,0-17,114870,2
7826,12,2023-08-06,18-45,139176,1
7827,12,2023-08-13,18-45,111340,2
7828,12,2023-08-06,46-65,133363,1
7829,12,2023-08-13,46-65,106691,2
7830,12,2023-08-06,65+,108808,1
7831,12,2023-08-13,65+,87046,2
7832,12,2023-08-13,0-17,56443,1
7833,12,2023-08-20,0-17,45154,2
7834,12,2023-08-13,18-45,308515,1
7835,12,2023-08-20,18-45,246812,2
7836,12,2023-08-13,46-65,64122,1
7837,12,2023-08-20,46-65,51297,2
7838,12,2023-08-13,65+,102652,1
7839,12,2023-08-20,65+,82121,2
7840,12,2023-08-20,0-17,163965,1
7841,12,2023-08-27,0-17,131172,2
7842,12,2023-08-20,18-45,159657,1
7843,12,2023-08-27,18-45,127726,2
7844,12,2023-08-20,46-65,136024,1
7845,12,2023-08-27,46-65,108819,2
7846,12,2023-08-20,65+,102540,1
7847,12,2023-08-27,65+,82032,2
7848,12,2023-08-27,0-17,73872,1
7849,12,2023-09-03,0-17,59097,2
7850,12,2023-08-27,18-45,214811,1
7851,12,2023-09-03,18-45,171848,2
7852,12,2023-08-27,46-65,132195,1
7853,12,2023-09-03,46-65,105756,2
7854,12,2023-08-27,65+,89699,1
7855,12,2023-09-03,65+,71759,2
7856,12,2023-09-03,0-17,180871,1
7857,12,2023-09-10,0-17,144697,2
7858,12,2023-09-03,18-45,83882,1
7859,12,2023-09-10,18-45,67105,2
7860,12,2023-09-03,46-65,119939,1
7861,12,2023-09-10,46-65,95951,2
7862,12,2023-09-03,65+,111444,1
7863,12,2023-09-10,65+,89155,2
7864,12,2023-09-10,0-17,130064,1
7865,12,2023-09-17,0-17,104051,2
7866,12,2023-09-10,18-45,207987,1
7867,12,2023-09-17,18-45,166389,2
7868,12,2023-09-10,46-65,60505,1
7869,12,2023-09-17,46-65,48404,2
7870,12,2023-09-10,65+,114963,1
7871,12,2023-09-17,65+,91970,2
7872,12,2023-09-17,0-17,176180,1
7873,12,2023-09-24,0-17,140944,2
7874,12,2023-09-17,18-45,191541,1
7875,12,2023-09-24,18-45,153233,2
7876,12,2023-09-17,46-65,74521,1
7877,12,2023-09-24,46-65,59617,2
7878,12,2023-09-17,65+,71672,1
7879,12,2023-09-24,65+,57337,2
7880,12,2023-09-24,0-17,61424,1
7881,12,2023-10-01,0-17,49139,2
7882,12,2023-09-24,18-45,131310,1
7883,12,2023-10-01,18-45,105048,2
7884,12,2023-09-24,46-65,64052,1
7885,12,2023-10-01,46-65,51241,2
7886,12,2023-09-24,65+,74805,1
7887,12,2023-10-01,65+,59844,2
7888,12,2023-10-01,0-17,48435,1
7889,12,2023-10-08,0-17,38748,2
7890,12,2023-10-01,18-45,290303,1
7891,12,2023-10-08,18-45,232242,2
7892,12,2023-10-01,46-65,62040,1
7893,12,2023-10-08,46-65,49632,2
7894,12,2023-10-01,65+,40355,1
7895,12,2023-10-08,65+,32284,2
7896,12,2023-10-08,0-17,152298,1
7897,12,2023-10-15,0-17,121838,2
7898,12,2023-10-08,18-45,290508,1
7899,12,2023-10-15,18-45,232406,2
7900,12,2023-10-08,46-65,136612,1
7901,12,2023-10-15,46-65,109289,2
7902,12,2023-10-08,65+,57155,1
7903,12,2023-10-15,65+,45724,2
7904,12,2023-10-15,0-17,51513,1
7905,12,2023-10-22,0-17,41211,2
7906,12,2023-10-15,18-45,213439,1
7907,12,2023-10-22,18-45,170751,2
7908,12,2023-10-15,46-65,145073,1
7909,12,2023-10-22,46-65,116058,2
7910,12,2023-10-15,65+,96375,1
7911,12,2023-10-22,65+,77100,2
7912,12,2023-10-22,0-17,171083,1
7913,12,2023-10-29,0-17,136866,2
7914,12,2023-10-22,18-45,277025,1
7915,12,2023-10-29,18-45,221620,2
7916,12,2023-10-22,46-65,150100,1
7917,12,2023-10-29,46-65,120080,2
7918,12,2023-10-22,65+,61506,1
7919,12,2023-10-29,65+,49204,2
7920,12,2023-10-29,0-17,184923,1
7921,12,2023-11-05,0-17,147938,2
7922,12,2023-10-29,18-45,169121,1
7923,12,2023-11-05,18-45,135297,2
7924,12,2023-10-29,46-65,50389,1
7925,12,2023-11-05,46-65,40311,2
7926,12,2023-10-29,65+,55256,1
7927,12,2023-11-05,65+,44205,2
7928,12,2023-11-05,0-17,68123,1
7929,12,2023-11-12,0-17,54498,2
7930,12,2023-11-05,18-45,113881,1
7931,12,2023-11-12,18-45,91105,2
7932,12,2023-11-05,46-65,148724,1
7933,12,2023-11-12,46-65,118979,2
7934,12,2023-11-05,65+,97896,1
7935,12,2023-11-12,65+,78317,2
7936,12,2023-11-12,0-17,187640,1
7937,12,2023-11-19,0-17,150112,2
7938,12,2023-11-12,18-45,227957,1
7939,12,2023-11-19,18-45,182365,2
7940,12,2023-11-12,46-65,58877,1
7941,12,2023-11-19,46-65,47102,2
7942,12,2023-11-12,65+,113287,1
7943,12,2023-11-19,65+,90630,2
7944,12,2023-11-19,0-17,148908,1
7945,12,2023-11-26,0-17,119127,2
7946,12,2023-11-19,18-45,292843,1
7947,12,2023-11-26,18-45,234274,2
7948,12,2023-11-19,46-65,129965,1
7949,12,2023-11-26,46-65,103972,2
7950,12,2023-11-19,65+,48424,1
7951,12,2023-11-26,65+,38739,2
7952,12,2023-11-26,0-17,133739,1
7953,12,2023-12-03,0-17,106991,2
7954,12,2023-11-26,18-45,118022,1
7955,12,2023-12-03,18-45,94417,2
7956,12,2023-11-26,46-65,74262,1
7957,12,2023-12-03,46-65,59410,2
7958,12,2023-11-26,65+,88904,1
7959,12,2023-12-03,65+,71123,2
7960,12,2023-12-03,0-17,66802,1
7961,12,2023-12-10,0-17,53442,2
7962,12,2023-12-03,18-45,246437,1
7963,12,2023-12-10,18-45,197149,2
7964,12,2023-12-03,46-65,148735,1
7965,12,2023-12-10,46-65,118988,2
7966,12,2023-12-03,65+,111543,1
7967,12,2023-12-10,65+,89234,2
7968,12,2023-12-10,0-17,105122,1
7969,12,2023-12-17,0-17,84097,2
7970,12,2023-12-10,18-45,308026,1
7971,12,2023-12-17,18-45,246420,2
7972,12,2023-12-10,46-65,150637,1
7973,12,2023-12-17,46-65,120509,2
7974,12,2023-12-10,65+,31819,1
